subject,section,room,needs_lab,is_lab,score
PHYSICAL EDUCATION AND HEALTH 1,STEM 11-E,E803,False,False,1.0
PHYSICAL EDUCATION AND HEALTH 1,STEM 11-F,E803,False,False,1.0
PHYSICAL EDUCATION AND HEALTH 1,STEM 11-G,E803,False,False,1.0
PHYSICAL EDUCATION AND HEALTH 4,STEM 12-A,E101,False,False,1.0
PHYSICAL EDUCATION AND HEALTH 4,STEM 12-B,E2flr hallway,False,False,1.0
PHYSICAL EDUCATION AND HEALTH 4,STEM 12-C,E2flr hallway,False,False,1.0
PHYSICAL EDUCATION AND HEALTH 4,STEM 12-D,E2flr hallway,False,False,1.0
PHYSICAL EDUCATION AND HEALTH 4,STEM 12-E,E101,False,False,1.0
PHYSICAL EDUCATION AND HEALTH 4,STEM 12-F,E2flr hallway,False,False,1.0
PHYSICAL EDUCATION AND HEALTH 4,STEM 12-G,E101,False,False,1.0
PHYSICAL EDUCATION AND HEALTH 4,STEM 12-H,E801,False,False,1.0
PHYSICAL EDUCATION AND HEALTH 4,STEM 12-I,E2flr hallway,False,False,1.0
PHYSICAL EDUCATION AND HEALTH 4,STEM 12-J,E101,False,False,1.0
PHYSICAL EDUCATION AND HEALTH 4,STEM 12-K,E7T,False,False,1.0
PHYSICAL EDUCATION AND HEALTH 4,STEM 12-L,E101,False,False,1.0
PHYSICAL EDUCATION AND HEALTH 4,STEM 12-M,E101,False,False,1.0
PHYSICAL EDUCATION AND HEALTH 4,STEM 12-N,E2flr hallway,False,False,1.0
PHYSICAL EDUCATION AND HEALTH 4,STEM 12-O,E101,False,False,1.0
PHYSICAL EDUCATION AND HEALTH 4,STEM 12-P,E2flr hallway,False,False,1.0
PHYSICAL EDUCATION AND HEALTH 4,STEM 12-Q,E801,False,False,1.0
PHYSICAL EDUCATION AND HEALTH 4,STEM 12-R,E7T,False,False,1.0
PHYSICAL EDUCATION AND HEALTH 4,STEM 12-S,E7T,False,False,1.0
PRACTICAL RESEARCH 2,HUMSS 12-A,Y304,True,False,0.0
PRACTICAL RESEARCH 2,HUMSS 12-B,Y306,True,False,0.0
PRACTICAL RESEARCH 2,HUMSS 12-C,Y402,True,False,0.0
PRACTICAL RESEARCH 2,HUMSS 12-D,Y403,True,False,0.0
PRACTICAL RESEARCH 2,SPT 12-A,Y606,True,False,0.0
PRACTICAL RESEARCH 2,ADT 12-A,G101,True,False,0.0
PRACTICAL RESEARCH 2,ADT 12-B,G102,True,False,0.0
PRACTICAL RESEARCH 2,ADT 12-C,G103,True,False,0.0
SPORTS OFFICIATING AND ACTIVITY MANAGEMENT,SPT 12-A,Y606,False,False,1.0
STATISTICS AND PROBABILITIES,SPT 12-A,Y606,False,False,1.0
"FUNDAMENTALS OF ACCOUNTING,BUSINESS AND MANAGEMENT 2",ABM 12-A,Y404,False,False,1.0
"FUNDAMENTALS OF ACCOUNTING,BUSINESS AND MANAGEMENT 2",ABM 12-B,Y405,False,False,1.0
"FUNDAMENTALS OF ACCOUNTING,BUSINESS AND MANAGEMENT 2",ABM 12-C,Y501,False,False,1.0
"FUNDAMENTALS OF ACCOUNTING,BUSINESS AND MANAGEMENT 2",ABM 12-D,Y502,False,False,1.0
"FUNDAMENTALS OF ACCOUNTING,BUSINESS AND MANAGEMENT 2",ABM 12-E,Y503,False,False,1.0
"FUNDAMENTALS OF ACCOUNTING,BUSINESS AND MANAGEMENT 2",ABM 12-F,Y504,False,False,1.0
"FUNDAMENTALS OF ACCOUNTING,BUSINESS AND MANAGEMENT 2",ABM 12-G,Y505,False,False,1.0
"FUNDAMENTALS OF ACCOUNTING,BUSINESS AND MANAGEMENT 2",ABM 12-H,Y506,False,False,1.0
"FUNDAMENTALS OF ACCOUNTING,BUSINESS AND MANAGEMENT 2",ABM 12-I,Y604,False,False,1.0
"FUNDAMENTALS OF ACCOUNTING,BUSINESS AND MANAGEMENT 2",ABM 12-J,Y606,False,False,1.0
BUSINESS FINANCE,ABM 12-F,Y504,False,False,1.0
BUSINESS FINANCE,ABM 12-G,Y505,False,False,1.0
BUSINESS FINANCE,ABM 12-H,Y506,False,False,1.0
BUSINESS FINANCE,ABM 12-I,Y604,False,False,1.0
BUSINESS FINANCE,ABM 12-J,Y606,False,False,1.0
ORGANIZATION AND MANAGEMENT,ABM 11-A,G201,False,False,1.0
ORGANIZATION AND MANAGEMENT,ABM 11-B,G203,False,False,1.0
ORGANIZATION AND MANAGEMENT,ABM 11-C,G204,False,False,1.0
ORGANIZATION AND MANAGEMENT,ABM 11-D,G205,False,False,1.0
ORGANIZATION AND MANAGEMENT,ABM 11-E,G206,False,False,1.0
ORGANIZATION AND MANAGEMENT,ABM 11-F,G207,False,False,1.0
ORGANIZATION AND MANAGEMENT,ABM 11-G,G208,False,False,1.0
ORGANIZATION AND MANAGEMENT,ABM 11-H,G209,False,False,1.0
ORGANIZATION AND MANAGEMENT,ABM 11-I,V502,False,False,1.0
ORGANIZATION AND MANAGEMENT,ABM 11-J,V503,False,False,1.0
PRACTICAL RESEARCH 2,ABM 12-A,Y404,True,False,0.0
PRACTICAL RESEARCH 2,ABM 12-B,Y405,True,False,0.0
PRACTICAL RESEARCH 2,ABM 12-C,Y501,True,False,0.0
PRACTICAL RESEARCH 2,ABM 12-D,Y502,True,False,0.0
PRACTICAL RESEARCH 2,ABM 12-E,Y503,True,False,0.0
PRACTICAL RESEARCH 2,ABM 12-F,Y504,True,False,0.0
PRACTICAL RESEARCH 2,ABM 12-G,Y505,True,False,0.0
PRACTICAL RESEARCH 2,ABM 12-H,Y506,True,False,0.0
PRACTICAL RESEARCH 2,ABM 12-I,Y604,True,False,0.0
PRACTICAL RESEARCH 2,ABM 12-J,Y606,True,False,0.0
APPLIED ECONOMICS,ABM 12-A,Y404,False,False,1.0
APPLIED ECONOMICS,ABM 12-B,Y405,False,False,1.0
APPLIED ECONOMICS,ABM 12-C,Y501,False,False,1.0
APPLIED ECONOMICS,ABM 12-D,Y502,False,False,1.0
APPLIED ECONOMICS,ABM 12-E,Y503,False,False,1.0
PRACTICAL RESEARCH 2,STEM 12-A,G101,True,False,0.0
PRACTICAL RESEARCH 2,STEM 12-B,G102,True,False,0.0
PRACTICAL RESEARCH 2,STEM 12-C,G103,True,False,0.0
PRACTICAL RESEARCH 2,STEM 12-D,G201,True,False,0.0
PRACTICAL RESEARCH 2,STEM 12-E,G203,True,False,0.0
PRACTICAL RESEARCH 2,STEM 12-F,G204,True,False,0.0
PRACTICAL RESEARCH 2,STEM 12-G,G205,True,False,0.0
PRACTICAL RESEARCH 2,STEM 12-H,G206,True,False,0.0
PRACTICAL RESEARCH 2,STEM 12-I,G207,True,False,0.0
PRACTICAL RESEARCH 2,STEM 12-J,G208,True,False,0.0
PRACTICAL RESEARCH 2,STEM 12-K,G209,True,False,0.0
PRACTICAL RESEARCH 2,STEM 12-L,G211,True,False,0.0
PRACTICAL RESEARCH 2,STEM 12-M,Y303,True,False,0.0
PRACTICAL RESEARCH 2,STEM 12-N,Y304,True,False,0.0
PRACTICAL RESEARCH 2,STEM 12-O,Y306,True,False,0.0
PRACTICAL RESEARCH 2,STEM 12-P,Y402,True,False,0.0
PRACTICAL RESEARCH 2,STEM 12-Q,Y403,True,False,0.0
PRACTICAL RESEARCH 2,STEM 12-R,V502,True,False,0.0
PRACTICAL RESEARCH 2,STEM 12-S,V503,True,False,0.0
HOMEROOM,ABM 11-A,G-201,False,False,1.0
HOMEROOM,ABM 11-A,G-201,False,False,1.0
HOMEROOM,ABM 11-B,G-203,False,False,1.0
HOMEROOM,ABM 11-B,G-203,False,False,1.0
HOMEROOM,ABM 11-C,G-204,False,False,1.0
HOMEROOM,ABM 11-D,G-205,False,False,1.0
HOMEROOM,ABM 11-D,G-205,False,False,1.0
HOMEROOM,ABM 11-E,G-206,False,False,1.0
HOMEROOM,ABM 11-E,G-206,False,False,1.0
HOMEROOM,ABM 11-F,G-207,False,False,1.0
HOMEROOM,ABM 11-F,G-207,False,False,1.0
HOMEROOM,ABM 11-G,G-208,False,False,1.0
HOMEROOM,ABM 11-G,G-208,False,False,1.0
HOMEROOM,ABM 11-H,G-209,False,False,1.0
HOMEROOM,ABM 11-H,G-209,False,False,1.0
HOMEROOM,ABM 11-I,V502,False,False,1.0
HOMEROOM,ABM 11-J,V503,False,False,1.0
HOMEROOM,ABM 12-A,Y404,False,False,1.0
HOMEROOM,ABM 12-B,Y405,False,False,1.0
HOMEROOM,ABM 12-B,Y405,False,False,1.0
HOMEROOM,ABM 12-C,Y501,False,False,1.0
HOMEROOM,ABM 12-C,Y501,False,False,1.0
HOMEROOM,ABM 12-D,Y502,False,False,1.0
HOMEROOM,ABM 12-D,Y502,False,False,1.0
HOMEROOM,ABM 12-E,Y503,False,False,1.0
HOMEROOM,ABM 12-E,Y503,False,False,1.0
HOMEROOM,ABM 12-F,Y504,False,False,1.0
HOMEROOM,ABM 12-F,Y504,False,False,1.0
HOMEROOM,ABM 12-G,Y505,False,False,1.0
HOMEROOM,ABM 12-H,Y506,False,False,1.0
HOMEROOM,ABM 12-I,Y604,False,False,1.0
HOMEROOM,ABM 12-J,Y606,False,False,1.0
HOMEROOM,ADT 11-A,Y303,False,False,1.0
HOMEROOM,ADT 11-B,L228,False,False,1.0
HOMEROOM,ADT 12-A,G101,False,False,1.0
HOMEROOM,ADT 12-B,G102,False,False,1.0
HOMEROOM,ADT 12-C,G103,False,False,1.0
HOMEROOM,HUMSS 11-A,L204,False,False,1.0
HOMEROOM,HUMSS 11-B,L208,False,False,1.0
HOMEROOM,HUMSS 11-C,L209,False,False,1.0
HOMEROOM,HUMSS 11-D,L210,False,False,1.0
HOMEROOM,HUMSS 11-E,L211,False,False,1.0
HOMEROOM,HUMSS 12-A,Y304,False,False,1.0
HOMEROOM,HUMSS 12-B,Y306,False,False,1.0
HOMEROOM,HUMSS 12-C,Y402,False,False,1.0
HOMEROOM,HUMSS 12-D,Y403,False,False,1.0
HOMEROOM,SPT 11-A,Y604,False,False,1.0
HOMEROOM,SPT 11-A,Y604,False,False,1.0
HOMEROOM,SPT 12-A,Y606,False,False,1.0
HOMEROOM,SPT 12-A,Y606,False,False,1.0
HOMEROOM,STEM 11-A,Y404,False,False,1.0
HOMEROOM,STEM 11-A,Y404,False,False,1.0
HOMEROOM,STEM 11-B,Y405,False,False,1.0
HOMEROOM,STEM 11-B,Y405,False,False,1.0
HOMEROOM,STEM 11-C,Y501,False,False,1.0
HOMEROOM,STEM 11-D,Y502,False,False,1.0
HOMEROOM,STEM 11-E,Y503,False,False,1.0
HOMEROOM,STEM 11-E,Y503,False,False,1.0
HOMEROOM,STEM 11-F,Y504,False,False,1.0
HOMEROOM,STEM 11-G,Y505,False,False,1.0
HOMEROOM,STEM 11-H,Y506,False,False,1.0
HOMEROOM,STEM 11-I,L204,False,False,1.0
HOMEROOM,STEM 11-I,L204,False,False,1.0
HOMEROOM,STEM 11-J,L208,False,False,1.0
HOMEROOM,STEM 11-K,L209,False,False,1.0
HOMEROOM,STEM 11-L,L210,False,False,1.0
HOMEROOM,STEM 11-L,L210,False,False,1.0
HOMEROOM,STEM 11-M,L211,False,False,1.0
HOMEROOM,STEM 11-M,L211,False,False,1.0
HOMEROOM,STEM 11-N,L228,False,False,1.0
HOMEROOM,STEM 12-A,G101,False,False,1.0
HOMEROOM,STEM 12-A,G101,False,False,1.0
HOMEROOM,STEM 12-B,G102,False,False,1.0
HOMEROOM,STEM 12-C,G103,False,False,1.0
HOMEROOM,STEM 12-D,G-201,False,False,1.0
HOMEROOM,STEM 12-E,G-203,False,False,1.0
HOMEROOM,STEM 12-F,G-204,False,False,1.0
HOMEROOM,STEM 12-G,G-205,False,False,1.0
HOMEROOM,STEM 12-G,G-205,False,False,1.0
HOMEROOM,STEM 12-H,G-206,False,False,1.0
HOMEROOM,STEM 12-H,G-206,False,False,1.0
HOMEROOM,STEM 12-I,G-207,False,False,1.0
HOMEROOM,STEM 12-K,G-209,False,False,1.0
HOMEROOM,STEM 12-L,G-211,False,False,1.0
HOMEROOM,STEM 12-M,Y303,False,False,1.0
HOMEROOM,STEM 12-N,Y304,False,False,1.0
HOMEROOM,STEM 12-O,Y306,False,False,1.0
HOMEROOM,STEM 12-P,Y402,False,False,1.0
HOMEROOM,STEM 12-P,Y402,False,False,1.0
HOMEROOM,STEM 12-Q,Y403,False,False,1.0
HOMEROOM,STEM 12-R,V502,False,False,1.0
HOMEROOM,STEM 12-S,V503,False,False,1.0
