Subject,Faculty,Day,Time,Room,Department,Section
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
,,,,,UNKNOWN,
